ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,rp
-45,-37,-46,-53,-54,-29,-48,-50,3
-46,-40,-46,-56,-54,-30,-51,-52,3
-46,-39,-48,-56,-56,-30,-52,-53,3
-46,-39,-48,-55,-55,-32,-52,-51,3
-45,-39,-49,-55,-54,-32,-51,-51,3
-46,-39,-49,-56,-55,-31,-51,-51,3
-46,-39,-49,-56,-55,-31,-52,-52,3
-46,-40,-48,-57,-54,-31,-52,-47,3
-46,-40,-48,-56,-55,-31,-51,-52,3
-46,-39,-50,-56,-55,-31,-51,-52,3
-52,-40,-48,-56,-55,-31,-51,-51,3
-46,-40,-49,-56,-56,-31,-53,-51,3
-46,-39,-48,-54,-55,-30,-52,-51,3
-44,-38,-46,-53,-53,-29,-49,-49,3
-44,-38,-47,-54,-53,-29,-49,-49,3
-44,-40,-47,-56,-57,-31,-53,-53,3
-47,-41,-48,-55,-56,-30,-51,-52,3
-47,-40,-49,-55,-56,-31,-52,-53,3
-46,-40,-48,-56,-56,-32,-52,-51,3
-46,-40,-49,-55,-57,-32,-52,-51,3
-44,-37,-45,-52,-54,-28,-50,-53,3
-43,-36,-46,-52,-53,-30,-50,-48,3
-45,-38,-47,-54,-54,-30,-49,-49,3
-44,-37,-46,-54,-55,-30,-49,-49,3
-44,-38,-47,-53,-53,-30,-50,-51,3
-44,-38,-46,-54,-53,-30,-50,-51,3
-44,-38,-46,-53,-54,-29,-49,-47,3
-45,-37,-45,-51,-54,-29,-51,-51,3
-44,-38,-47,-54,-53,-29,-50,-50,3
-47,-39,-47,-54,-54,-28,-49,-50,3
-45,-38,-47,-52,-53,-29,-50,-49,3
-44,-39,-47,-53,-52,-30,-50,-49,3
-44,-38,-47,-53,-54,-30,-50,-46,3
-45,-38,-47,-53,-53,-29,-49,-51,3
-46,-41,-49,-55,-55,-31,-51,-52,3
-45,-38,-47,-53,-54,-30,-50,-51,3
-44,-39,-48,-52,-53,-30,-50,-50,3
-45,-39,-47,-53,-53,-30,-50,-49,3
-47,-37,-47,-53,-52,-30,-50,-50,3
-44,-37,-46,-54,-54,-29,-50,-49,3
-46,-39,-47,-53,-54,-30,-50,-50,3
-44,-39,-48,-53,-53,-31,-51,-52,3
-44,-38,-48,-53,-53,-30,-50,-52,3
-44,-39,-47,-53,-53,-30,-50,-51,3
-46,-39,-48,-53,-54,-31,-51,-49,3
-46,-39,-48,-54,-53,-31,-51,-51,3
-45,-39,-47,-54,-51,-29,-50,-50,3
-45,-38,-48,-54,-52,-31,-50,-50,3
-45,-38,-46,-53,-54,-30,-50,-51,3
-44,-39,-47,-54,-54,-30,-50,-50,3
-44,-38,-47,-53,-52,-29,-50,-51,3
-45,-38,-48,-53,-54,-31,-51,-50,3
-44,-39,-47,-53,-53,-29,-50,-51,3
-45,-38,-49,-53,-53,-30,-51,-50,3
-45,-39,-48,-53,-54,-29,-50,-51,3
-44,-39,-46,-54,-54,-29,-50,-50,3
-44,-38,-47,-54,-54,-29,-49,-49,3
-45,-38,-47,-53,-54,-29,-50,-51,3
-44,-37,-47,-53,-54,-30,-50,-50,3
-43,-38,-46,-52,-54,-29,-50,-51,3
-44,-38,-47,-53,-52,-29,-50,-50,3
-44,-39,-46,-52,-52,-30,-50,-50,3
-45,-38,-46,-53,-52,-28,-50,-49,3
-45,-39,-47,-52,-54,-30,-50,-50,3
-44,-38,-47,-53,-54,-29,-49,-50,3
-44,-38,-46,-53,-53,-29,-49,-51,3
-44,-38,-46,-54,-54,-29,-49,-49,3
-44,-38,-47,-53,-53,-29,-50,-49,3
-43,-39,-47,-52,-53,-30,-48,-50,3
-44,-37,-47,-52,-53,-29,-48,-49,3
-45,-38,-47,-53,-53,-29,-49,-50,3
-44,-38,-46,-53,-52,-30,-50,-49,3
-47,-41,-50,-55,-56,-31,-52,-52,3
-45,-38,-46,-54,-53,-29,-51,-50,3
-43,-39,-48,-54,-53,-29,-50,-50,3
-47,-38,-45,-53,-54,-29,-49,-50,3
-45,-38,-46,-53,-53,-31,-50,-50,3
-42,-38,-47,-54,-54,-30,-48,-48,3
-47,-38,-47,-52,-53,-29,-50,-49,3
-46,-38,-47,-53,-53,-30,-49,-48,3
-44,-38,-47,-53,-52,-30,-49,-49,3
-44,-37,-47,-54,-53,-29,-49,-50,3
-45,-37,-44,-54,-51,-29,-49,-48,3
-45,-38,-47,-53,-54,-30,-49,-49,3
-45,-38,-47,-53,-53,-30,-49,-49,3
-46,-37,-47,-53,-53,-29,-49,-50,3
-44,-38,-48,-54,-54,-30,-50,-50,3
-44,-38,-46,-54,-53,-29,-49,-49,3
-44,-37,-47,-53,-53,-29,-50,-48,3
-44,-38,-47,-54,-53,-29,-49,-48,3
-44,-38,-47,-54,-52,-30,-49,-49,3
-45,-38,-48,-53,-53,-29,-50,-49,3
-50,-40,-49,-57,-56,-32,-51,-52,3
-44,-38,-46,-54,-53,-30,-49,-49,3
-43,-38,-45,-54,-53,-30,-49,-49,3
-44,-38,-45,-54,-53,-28,-48,-47,3
-47,-40,-49,-56,-56,-32,-52,-52,3
-45,-38,-47,-54,-53,-30,-50,-49,3
-47,-40,-49,-54,-56,-32,-53,-52,3
-47,-41,-50,-55,-56,-32,-51,-51,3
-44,-38,-47,-53,-53,-29,-49,-49,3
-45,-39,-48,-54,-54,-29,-50,-50,3
-46,-38,-47,-54,-54,-31,-51,-50,3
-43,-38,-46,-53,-54,-29,-48,-49,3
-44,-38,-46,-53,-53,-29,-49,-51,3
-45,-38,-48,-53,-54,-29,-50,-51,3
-44,-38,-46,-53,-53,-29,-49,-50,3
-45,-38,-46,-53,-53,-29,-50,-50,3
-45,-38,-47,-53,-53,-29,-50,-51,3
-44,-38,-46,-52,-53,-30,-50,-51,3
-44,-38,-47,-53,-54,-30,-50,-49,3
-44,-37,-46,-53,-53,-30,-50,-50,3
-44,-39,-46,-53,-53,-30,-49,-51,3
-44,-37,-46,-52,-53,-29,-49,-49,3
-45,-38,-47,-53,-53,-29,-49,-48,3
-44,-38,-45,-52,-54,-28,-46,-51,3
-44,-38,-46,-53,-54,-28,-49,-52,3
-45,-37,-46,-52,-52,-29,-49,-53,3
-43,-37,-46,-54,-53,-29,-49,-53,3
-43,-37,-47,-52,-53,-29,-49,-52,3
-46,-40,-48,-56,-56,-31,-51,-55,3
-48,-40,-49,-55,-55,-31,-51,-56,3
-46,-40,-48,-56,-55,-32,-51,-54,3
-47,-40,-48,-54,-55,-32,-51,-54,3
-46,-40,-49,-54,-56,-30,-52,-55,3
-46,-40,-50,-56,-55,-31,-51,-52,3
-46,-40,-48,-56,-55,-32,-52,-52,3
-44,-37,-45,-53,-53,-29,-49,-50,3
-46,-40,-48,-53,-55,-32,-52,-54,3
-46,-41,-49,-55,-56,-31,-51,-53,3
-47,-39,-49,-55,-55,-32,-52,-54,3
-45,-40,-49,-54,-56,-33,-52,-53,3
-47,-40,-49,-55,-55,-31,-52,-53,3
-46,-40,-48,-55,-56,-32,-52,-54,3
-47,-40,-47,-54,-55,-31,-51,-54,3
-45,-40,-49,-54,-55,-31,-51,-54,3
-43,-37,-46,-52,-53,-29,-50,-51,3
-43,-37,-47,-52,-54,-28,-49,-50,3
-46,-39,-48,-53,-54,-31,-51,-52,3
-46,-39,-49,-53,-54,-31,-51,-53,3
-46,-39,-48,-54,-56,-31,-52,-53,3
-52,-45,-48,-48,-60,-44,-56,-57,4
-52,-45,-49,-48,-59,-44,-56,-54,4
-49,-43,-46,-46,-57,-42,-54,-54,4
-52,-45,-47,-46,-58,-43,-56,-56,4
-52,-45,-47,-45,-59,-44,-55,-56,4
-51,-45,-48,-46,-60,-43,-57,-55,4
-53,-44,-47,-48,-59,-44,-55,-55,4
-52,-45,-47,-47,-59,-44,-57,-56,4
-51,-45,-48,-45,-60,-43,-56,-56,4
-50,-45,-48,-45,-59,-44,-56,-55,4
-52,-46,-47,-44,-60,-44,-56,-57,4
-52,-45,-48,-48,-60,-44,-56,-57,4
-51,-45,-47,-45,-58,-44,-56,-55,4
-51,-43,-46,-48,-59,-45,-55,-56,4
-51,-44,-46,-44,-59,-44,-57,-55,4
-51,-45,-46,-47,-59,-43,-55,-55,4
-51,-44,-47,-48,-59,-43,-56,-56,4
-51,-44,-47,-45,-58,-43,-56,-55,4
-50,-45,-47,-47,-59,-44,-57,-56,4
-50,-45,-46,-46,-59,-43,-56,-55,4
-51,-44,-47,-45,-59,-44,-55,-57,4
-51,-44,-48,-47,-59,-43,-56,-57,4
-51,-45,-46,-46,-60,-43,-55,-57,4
-50,-44,-47,-45,-60,-43,-55,-57,4
-51,-44,-47,-46,-59,-44,-56,-56,4
-51,-44,-47,-45,-59,-44,-56,-56,4
-52,-45,-47,-44,-59,-43,-57,-56,4
-51,-45,-47,-48,-59,-43,-56,-58,4
-52,-44,-47,-45,-59,-44,-56,-56,4
-52,-45,-47,-45,-59,-44,-57,-57,4
-50,-45,-48,-47,-60,-44,-57,-57,4
-50,-44,-47,-44,-60,-44,-55,-57,4
-51,-46,-48,-46,-61,-43,-57,-58,4
-50,-45,-47,-46,-61,-43,-57,-58,4
-52,-45,-47,-45,-59,-44,-57,-55,4
-51,-44,-48,-46,-59,-44,-57,-55,4
-51,-45,-47,-46,-59,-45,-55,-55,4
-50,-44,-48,-49,-59,-44,-55,-56,4
-48,-42,-45,-43,-57,-41,-54,-54,4
-51,-45,-47,-44,-59,-43,-57,-57,4
-50,-45,-48,-47,-59,-44,-56,-56,4
-49,-45,-48,-44,-59,-44,-56,-57,4
-51,-46,-47,-45,-60,-44,-56,-57,4
-52,-45,-48,-46,-59,-44,-56,-55,4
-50,-44,-47,-45,-59,-44,-56,-56,4
-51,-45,-47,-46,-59,-44,-56,-56,4
-51,-45,-48,-46,-59,-44,-56,-56,4
-51,-45,-47,-44,-59,-43,-56,-56,4
-50,-43,-48,-47,-59,-43,-55,-57,4
-51,-44,-47,-44,-59,-43,-55,-56,4
-50,-45,-47,-44,-59,-44,-56,-55,4
-52,-45,-48,-44,-59,-44,-57,-56,4
-52,-45,-48,-46,-60,-43,-56,-56,4
-50,-45,-48,-45,-59,-44,-56,-56,4
-50,-46,-47,-47,-58,-43,-56,-56,4
-51,-45,-48,-45,-58,-43,-55,-56,4
-50,-45,-47,-46,-59,-43,-56,-56,4
-50,-46,-48,-48,-59,-44,-56,-56,4
-51,-44,-48,-48,-58,-44,-56,-56,4
-51,-45,-48,-46,-59,-44,-57,-55,4
-50,-45,-48,-47,-59,-44,-56,-55,4
-51,-44,-48,-45,-58,-44,-57,-56,4
-51,-45,-49,-47,-60,-44,-56,-57,4
-52,-44,-48,-47,-59,-44,-56,-57,4
-50,-44,-48,-45,-59,-44,-56,-57,4
-51,-45,-49,-47,-59,-44,-56,-56,4
-52,-44,-48,-46,-59,-43,-57,-56,4
-50,-45,-48,-47,-59,-44,-56,-56,4
-51,-45,-48,-46,-59,-44,-56,-57,4
-51,-44,-48,-47,-59,-44,-55,-55,4
-51,-44,-48,-45,-59,-45,-57,-56,4
-51,-45,-49,-46,-58,-43,-57,-57,4
-51,-46,-48,-47,-60,-43,-56,-55,4
-51,-45,-48,-46,-59,-43,-57,-55,4
-51,-45,-49,-46,-59,-44,-55,-57,4
-49,-43,-47,-42,-58,-43,-55,-55,4
-49,-43,-47,-45,-58,-42,-54,-54,4
-51,-45,-48,-46,-60,-44,-56,-56,4
-49,-43,-46,-43,-57,-42,-54,-54,4
-49,-42,-46,-43,-58,-42,-54,-55,4
-51,-46,-47,-45,-60,-44,-56,-56,4
-51,-45,-49,-45,-60,-43,-56,-57,4
-52,-44,-49,-45,-60,-43,-55,-56,4
-49,-42,-47,-45,-59,-41,-54,-55,4
-50,-45,-47,-46,-60,-44,-55,-57,4
-51,-44,-48,-46,-61,-43,-55,-58,4
-50,-45,-48,-47,-59,-43,-56,-58,4
-51,-45,-48,-45,-59,-44,-55,-57,4
-51,-45,-48,-46,-60,-43,-56,-57,4
-51,-44,-48,-46,-59,-44,-55,-57,4
-50,-46,-47,-46,-60,-43,-56,-57,4
-52,-44,-49,-45,-59,-43,-55,-58,4
-52,-44,-48,-47,-60,-43,-56,-57,4
-51,-45,-49,-47,-60,-43,-56,-58,4
-52,-45,-49,-46,-59,-43,-55,-58,4
-51,-44,-48,-47,-60,-44,-55,-57,4
-52,-45,-48,-46,-62,-44,-55,-56,4
-52,-45,-48,-46,-59,-43,-56,-56,4
-52,-45,-48,-47,-60,-44,-56,-56,4
-51,-45,-48,-44,-58,-44,-57,-56,4
-52,-44,-49,-47,-59,-42,-57,-55,4
-52,-44,-48,-48,-60,-44,-56,-57,4
-51,-45,-47,-47,-59,-44,-55,-56,4
-51,-44,-49,-46,-59,-44,-56,-57,4
-52,-44,-49,-47,-60,-44,-56,-57,4
-51,-45,-49,-45,-60,-44,-55,-57,4
-51,-45,-48,-44,-59,-43,-56,-57,4
-52,-45,-48,-48,-59,-44,-55,-58,4
-49,-43,-45,-43,-58,-42,-55,-57,4
-52,-46,-49,-47,-59,-45,-57,-58,4
-52,-46,-48,-47,-59,-44,-57,-57,4
-48,-43,-46,-45,-56,-42,-55,-55,4
-50,-43,-46,-44,-57,-42,-54,-56,4
-51,-42,-46,-43,-57,-43,-54,-54,4
-49,-44,-46,-45,-58,-41,-54,-55,4
-49,-43,-47,-46,-57,-43,-55,-54,4
-49,-42,-46,-44,-57,-43,-53,-54,4
-50,-43,-46,-44,-57,-41,-55,-55,4
-51,-44,-47,-45,-57,-42,-55,-55,4
-51,-44,-46,-45,-57,-42,-55,-56,4
-49,-44,-47,-45,-59,-42,-53,-56,4
-50,-44,-46,-43,-58,-42,-55,-60,4
-49,-42,-46,-45,-57,-42,-54,-57,4
-51,-43,-46,-44,-59,-43,-56,-57,4
-50,-44,-47,-45,-59,-43,-55,-52,4
-51,-45,-49,-47,-60,-44,-57,-59,4
-51,-46,-48,-48,-60,-45,-58,-59,4
-49,-40,-48,-45,-57,-42,-52,-56,4
-49,-43,-46,-45,-57,-43,-55,-55,4
-48,-43,-47,-45,-58,-42,-53,-56,4
-50,-44,-47,-45,-58,-42,-53,-56,4
-49,-44,-47,-45,-58,-43,-55,-55,4
-49,-42,-46,-43,-57,-41,-54,-56,4
-51,-46,-48,-47,-59,-44,-56,-57,4
-52,-46,-48,-45,-60,-44,-56,-58,4
-51,-45,-48,-47,-60,-41,-57,-58,4
-51,-45,-49,-46,-60,-44,-57,-58,4
-52,-45,-49,-46,-59,-43,-56,-57,4
-53,-44,-50,-48,-61,-45,-56,-59,4
-52,-46,-48,-48,-60,-44,-55,-58,4
-51,-45,-48,-47,-59,-44,-56,-58,4
-50,-44,-47,-44,-58,-42,-54,-55,4
-49,-43,-47,-44,-57,-42,-53,-55,4
-52,-46,-49,-48,-60,-45,-56,-58,4
-51,-41,-47,-43,-58,-41,-53,-54,4
-52,-46,-48,-48,-60,-45,-57,-58,4
-51,-46,-48,-45,-59,-45,-56,-58,4
-49,-42,-46,-44,-57,-42,-50,-56,4
-51,-45,-48,-45,-60,-44,-55,-58,4
-52,-46,-48,-47,-60,-45,-58,-56,4
-51,-42,-46,-47,-61,-45,-56,-56,4
-52,-45,-49,-48,-61,-44,-56,-56,4
-52,-43,-49,-48,-61,-44,-55,-56,4
-49,-43,-46,-43,-58,-42,-54,-55,4
-51,-46,-48,-45,-59,-44,-57,-56,4
-51,-44,-47,-45,-60,-44,-56,-57,4
-51,-46,-48,-46,-60,-42,-57,-58,4
-52,-45,-48,-44,-60,-44,-55,-56,4
-52,-46,-48,-47,-60,-43,-57,-57,4
-50,-42,-49,-45,-59,-43,-57,-56,4
-51,-45,-49,-46,-60,-43,-56,-58,4
-52,-44,-48,-46,-60,-43,-56,-57,4
-51,-46,-48,-48,-60,-45,-56,-57,4
-52,-44,-48,-44,-60,-43,-55,-57,4
-52,-45,-47,-44,-60,-43,-57,-56,4
-53,-42,-48,-45,-58,-44,-56,-57,4
-51,-46,-49,-46,-59,-44,-55,-56,4
-50,-45,-48,-46,-59,-43,-55,-56,4
-52,-45,-48,-47,-59,-41,-55,-57,4
-50,-46,-47,-45,-58,-43,-56,-57,4
-51,-44,-47,-47,-58,-45,-56,-56,4
-52,-43,-48,-43,-58,-42,-55,-56,4
-50,-44,-47,-45,-59,-43,-55,-55,4
-49,-42,-46,-46,-59,-42,-55,-55,4
-50,-44,-47,-46,-58,-43,-55,-56,4
-50,-44,-47,-46,-57,-42,-55,-55,4
-50,-44,-47,-47,-58,-43,-55,-55,4
-49,-41,-46,-46,-59,-40,-54,-56,4
-49,-44,-46,-46,-59,-43,-54,-55,4
-51,-44,-47,-45,-59,-44,-54,-55,4
-50,-44,-46,-47,-60,-42,-55,-55,4
-50,-45,-48,-45,-59,-43,-54,-56,4
-50,-44,-47,-44,-59,-43,-54,-55,4
-49,-44,-48,-46,-59,-43,-55,-55,4
-50,-43,-47,-46,-60,-43,-54,-55,4
-50,-44,-47,-46,-60,-42,-55,-55,4
-49,-44,-47,-43,-60,-42,-54,-56,4
-51,-44,-46,-44,-60,-43,-55,-56,4
-51,-44,-47,-44,-59,-43,-55,-55,4
-50,-44,-46,-44,-59,-43,-54,-54,4
-50,-43,-48,-46,-59,-43,-54,-55,4
-51,-44,-47,-46,-60,-43,-54,-55,4
-50,-43,-47,-44,-60,-42,-55,-55,4
-49,-44,-46,-44,-59,-43,-55,-56,4
-51,-44,-47,-47,-60,-43,-54,-55,4
-49,-43,-47,-45,-59,-43,-54,-56,4
-50,-45,-48,-44,-59,-43,-54,-56,4
-51,-44,-47,-46,-60,-42,-54,-54,4
-51,-44,-47,-47,-59,-43,-55,-54,4
-50,-44,-47,-43,-60,-42,-54,-56,4
-50,-44,-47,-44,-59,-43,-54,-57,4
-51,-44,-47,-43,-59,-42,-55,-55,4
-51,-44,-47,-44,-59,-43,-55,-56,4
-50,-45,-48,-45,-57,-43,-55,-57,4
-50,-44,-47,-44,-57,-43,-56,-56,4
-49,-44,-46,-46,-57,-42,-54,-58,4
-50,-43,-49,-45,-58,-42,-55,-57,4
-51,-43,-47,-46,-57,-42,-54,-57,4
-50,-43,-48,-45,-57,-42,-54,-56,4
-50,-44,-46,-45,-57,-42,-55,-56,4
-49,-43,-46,-43,-56,-42,-54,-57,4
-49,-43,-45,-46,-56,-42,-55,-57,4
-49,-44,-47,-45,-57,-42,-55,-56,4
-51,-43,-48,-45,-58,-42,-53,-57,4
-49,-43,-47,-45,-57,-42,-55,-57,4
-50,-44,-48,-45,-57,-42,-55,-57,4
-48,-44,-46,-45,-57,-43,-55,-57,4
-49,-44,-47,-44,-56,-42,-54,-57,4
-50,-43,-46,-42,-58,-42,-54,-56,4
-51,-44,-46,-45,-58,-43,-55,-58,4
-34,-46,-49,-51,-40,-43,-48,-46,5
-37,-49,-52,-52,-41,-43,-51,-47,5
-37,-49,-52,-53,-41,-44,-51,-46,5
-36,-50,-51,-54,-41,-44,-47,-45,5
-36,-49,-50,-52,-42,-44,-52,-48,5
-37,-49,-52,-52,-42,-43,-51,-49,5
-34,-49,-50,-52,-42,-45,-51,-48,5
-36,-48,-52,-53,-42,-44,-50,-49,5
-36,-48,-51,-53,-42,-44,-51,-48,5
-36,-49,-52,-53,-42,-45,-52,-49,5
-38,-48,-51,-52,-41,-44,-52,-49,5
-37,-49,-52,-53,-41,-44,-50,-47,5
-36,-48,-50,-51,-43,-44,-51,-46,5
-35,-49,-51,-53,-42,-44,-50,-48,5
-36,-50,-51,-53,-43,-44,-51,-47,5
-37,-49,-50,-54,-43,-43,-51,-48,5
-37,-50,-52,-53,-41,-44,-50,-47,5
-36,-49,-51,-54,-42,-44,-50,-47,5
-36,-50,-51,-54,-42,-43,-50,-47,5
-35,-50,-52,-54,-43,-44,-50,-48,5
-37,-49,-52,-54,-41,-44,-50,-47,5
-36,-50,-52,-54,-42,-44,-51,-47,5
-36,-49,-51,-54,-43,-43,-51,-46,5
-37,-50,-51,-54,-43,-45,-50,-48,5
-37,-49,-52,-54,-42,-44,-50,-47,5
-36,-50,-53,-52,-42,-45,-51,-48,5
-35,-48,-49,-51,-39,-42,-49,-45,5
-37,-49,-51,-52,-41,-45,-50,-48,5
-36,-49,-52,-53,-42,-44,-50,-47,5
-37,-50,-52,-52,-42,-44,-50,-48,5
-36,-49,-51,-53,-41,-45,-49,-48,5
-36,-49,-51,-54,-42,-45,-50,-49,5
-36,-50,-52,-53,-42,-43,-50,-48,5
-36,-50,-52,-53,-42,-44,-51,-49,5
-36,-49,-53,-53,-42,-44,-50,-48,5
-36,-49,-52,-53,-43,-44,-49,-47,5
-36,-50,-52,-53,-41,-44,-50,-48,5
-36,-49,-52,-53,-41,-44,-50,-47,5
-36,-49,-50,-54,-41,-45,-50,-49,5
-34,-48,-49,-50,-40,-42,-48,-45,5
-35,-47,-49,-51,-40,-41,-49,-45,5
-37,-49,-52,-53,-42,-44,-51,-48,5
-36,-49,-53,-53,-44,-44,-50,-48,5
-37,-50,-51,-52,-42,-44,-51,-48,5
-37,-50,-53,-53,-42,-44,-51,-49,5
-36,-50,-52,-53,-42,-44,-51,-49,5
-36,-50,-52,-52,-41,-45,-51,-48,5
-37,-49,-52,-52,-43,-44,-51,-48,5
-37,-50,-52,-53,-43,-45,-51,-47,5
-38,-50,-51,-54,-42,-44,-50,-49,5
-34,-46,-50,-49,-39,-43,-48,-47,5
-34,-48,-50,-50,-39,-42,-49,-44,5
-34,-47,-50,-51,-40,-43,-50,-47,5
-34,-46,-48,-53,-39,-42,-49,-46,5
-34,-48,-50,-52,-40,-42,-48,-45,5
-35,-48,-48,-53,-39,-41,-48,-45,5
-37,-50,-51,-54,-41,-43,-51,-47,5
-36,-48,-51,-53,-40,-43,-48,-46,5
-35,-49,-51,-53,-40,-43,-49,-47,5
-35,-48,-50,-51,-41,-44,-49,-47,5
-36,-48,-51,-51,-41,-44,-50,-47,5
-36,-49,-52,-52,-41,-44,-50,-47,5
-37,-49,-53,-52,-42,-44,-51,-48,5
-36,-49,-53,-51,-41,-44,-51,-48,5
-36,-48,-54,-51,-41,-43,-51,-49,5
-37,-49,-54,-53,-41,-44,-50,-49,5
-37,-48,-53,-51,-42,-43,-51,-48,5
-36,-47,-52,-51,-42,-44,-52,-48,5
-36,-48,-53,-52,-42,-45,-50,-48,5
-35,-49,-52,-55,-41,-43,-50,-47,5
-37,-48,-52,-53,-41,-43,-51,-48,5
-37,-50,-53,-54,-41,-43,-50,-49,5
-36,-49,-52,-52,-42,-44,-50,-48,5
-36,-49,-52,-53,-40,-44,-50,-47,5
-36,-49,-52,-53,-41,-43,-50,-48,5
-37,-48,-53,-52,-41,-43,-51,-48,5
-36,-48,-53,-53,-41,-43,-50,-48,5
-35,-49,-53,-53,-44,-44,-51,-48,5
-36,-49,-53,-53,-42,-44,-51,-48,5
-36,-49,-54,-53,-42,-43,-50,-49,5
-36,-48,-53,-52,-40,-46,-50,-49,5
-37,-48,-53,-53,-40,-44,-50,-48,5
-36,-48,-53,-53,-41,-45,-50,-49,5
-37,-48,-53,-53,-39,-43,-51,-47,5
-36,-48,-53,-53,-41,-44,-50,-48,5
-36,-48,-52,-54,-41,-43,-49,-49,5
-35,-48,-54,-53,-41,-43,-49,-49,5
-35,-48,-52,-52,-41,-44,-50,-49,5
-36,-49,-52,-53,-42,-43,-50,-47,5
-37,-49,-53,-53,-42,-43,-49,-48,5
-36,-48,-53,-52,-41,-43,-52,-47,5
-35,-48,-52,-55,-41,-44,-51,-48,5
-37,-49,-51,-52,-41,-43,-51,-49,5
-36,-49,-52,-52,-41,-43,-50,-48,5
-36,-48,-52,-54,-40,-43,-50,-49,5
-37,-49,-52,-54,-42,-44,-51,-49,5
-35,-49,-52,-53,-41,-44,-50,-48,5
-37,-50,-52,-54,-41,-44,-51,-48,5
-33,-49,-52,-55,-41,-42,-51,-48,5
-37,-49,-53,-55,-42,-43,-50,-48,5
-36,-48,-52,-54,-42,-43,-51,-48,5
-36,-49,-51,-54,-42,-43,-51,-48,5
-36,-48,-53,-54,-41,-43,-51,-49,5
-37,-48,-53,-54,-41,-43,-50,-48,5
-34,-48,-50,-53,-41,-43,-49,-48,5
-34,-47,-51,-50,-41,-43,-48,-47,5
-35,-48,-51,-53,-40,-43,-49,-47,5
-34,-49,-51,-50,-40,-42,-50,-47,5
-36,-48,-52,-50,-42,-43,-49,-48,5
-35,-47,-52,-53,-40,-42,-50,-48,5
-35,-47,-50,-51,-40,-43,-49,-48,5
-35,-48,-51,-51,-41,-42,-48,-46,5
-36,-48,-50,-51,-41,-42,-49,-48,5
-36,-47,-50,-51,-40,-43,-49,-48,5
-36,-48,-51,-51,-41,-42,-51,-47,5
-36,-48,-51,-51,-40,-43,-49,-48,5
-36,-48,-51,-52,-41,-43,-50,-48,5
-36,-48,-52,-52,-41,-44,-50,-48,5
-36,-48,-51,-52,-41,-43,-50,-47,5
-35,-48,-50,-53,-40,-42,-49,-49,5
-36,-47,-51,-54,-41,-43,-50,-48,5
-36,-47,-51,-53,-41,-43,-50,-48,5
-36,-47,-51,-53,-40,-43,-50,-47,5
-35,-49,-51,-54,-42,-43,-50,-48,5
-37,-49,-50,-53,-41,-44,-49,-47,5
-36,-48,-50,-53,-40,-43,-51,-48,5
-35,-48,-50,-53,-41,-43,-49,-47,5
-35,-48,-51,-53,-40,-43,-49,-49,5
-35,-47,-50,-51,-40,-43,-47,-46,5
-35,-45,-49,-55,-39,-43,-49,-48,5
-34,-47,-50,-51,-40,-43,-48,-47,5
-34,-45,-51,-47,-40,-43,-49,-47,5
-34,-48,-52,-50,-40,-41,-50,-47,5
-36,-47,-51,-50,-40,-42,-50,-48,5
-35,-46,-52,-50,-41,-43,-48,-47,5
-34,-49,-51,-52,-39,-42,-49,-46,5
-37,-49,-52,-52,-43,-45,-51,-49,5
-36,-47,-52,-54,-41,-43,-48,-48,5
-35,-47,-51,-51,-40,-43,-49,-47,5
-35,-48,-52,-50,-40,-42,-50,-48,5
-34,-47,-52,-50,-40,-43,-49,-47,5
-36,-47,-51,-51,-41,-41,-49,-48,5
-34,-48,-52,-51,-40,-42,-48,-47,5
-35,-47,-50,-51,-40,-43,-49,-49,5
-35,-47,-51,-51,-41,-43,-49,-48,5
-33,-48,-50,-50,-41,-42,-50,-46,5
-35,-49,-51,-52,-41,-42,-49,-47,5
-35,-47,-50,-51,-41,-43,-49,-47,5
-34,-45,-52,-52,-41,-42,-50,-48,5
-35,-47,-51,-52,-40,-43,-49,-45,5
-35,-48,-51,-52,-41,-42,-49,-47,5
-35,-48,-52,-52,-41,-42,-49,-46,5
-35,-48,-52,-51,-40,-42,-49,-46,5
-34,-49,-50,-50,-41,-43,-49,-47,5
-35,-47,-51,-50,-40,-43,-48,-46,5
-36,-49,-51,-50,-41,-42,-48,-48,5
-35,-48,-51,-50,-40,-43,-50,-47,5
-34,-48,-52,-53,-39,-42,-50,-46,5
-35,-48,-51,-49,-40,-42,-50,-48,5
-35,-48,-51,-50,-40,-42,-49,-49,5
-35,-47,-49,-48,-40,-43,-50,-47,5
-35,-48,-50,-50,-40,-42,-50,-47,5
-36,-47,-50,-50,-40,-43,-49,-48,5
-35,-48,-50,-48,-41,-42,-49,-47,5
-36,-48,-50,-48,-39,-43,-50,-47,5
-34,-46,-51,-45,-40,-43,-50,-49,5
-35,-48,-49,-53,-40,-42,-49,-46,5
-33,-48,-50,-49,-39,-43,-50,-46,5
-35,-47,-49,-49,-41,-42,-49,-47,5
-35,-48,-50,-50,-40,-42,-49,-47,5
-34,-47,-51,-50,-38,-42,-48,-45,5
-36,-49,-52,-50,-41,-43,-50,-48,5
-35,-49,-50,-51,-41,-43,-50,-49,5
-36,-48,-51,-51,-42,-43,-50,-48,5
-35,-48,-50,-51,-41,-43,-50,-49,5
-36,-49,-50,-50,-40,-42,-49,-47,5
