ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,rp
-53,-44,-60,-49,-68,-39,-67,-46,8
-52,-42,-59,-49,-68,-40,-67,-46,8
-54,-46,-63,-51,-70,-43,-68,-48,8
-51,-43,-60,-48,-68,-40,-67,-45,8
-51,-42,-60,-48,-68,-40,-66,-45,8
-53,-45,-61,-49,-68,-40,-67,-46,8
-52,-43,-61,-51,-68,-40,-68,-46,8
-54,-44,-61,-50,-69,-42,-68,-45,8
-53,-44,-61,-50,-68,-40,-67,-46,8
-53,-44,-61,-51,-69,-38,-67,-48,8
-50,-44,-61,-50,-67,-41,-67,-46,8
-53,-44,-60,-50,-68,-41,-68,-47,8
-53,-43,-60,-51,-68,-40,-67,-46,8
-52,-43,-61,-50,-68,-40,-67,-47,8
-51,-44,-61,-49,-68,-41,-67,-47,8
-52,-44,-61,-51,-69,-40,-67,-47,8
-53,-44,-61,-50,-67,-41,-67,-47,8
-52,-43,-61,-50,-67,-41,-67,-46,8
-52,-45,-61,-49,-69,-41,-67,-46,8
-51,-44,-60,-50,-67,-41,-67,-47,8
-53,-45,-61,-51,-69,-41,-67,-47,8
-53,-43,-62,-50,-70,-41,-66,-47,8
-52,-43,-61,-50,-70,-41,-69,-47,8
-52,-44,-62,-52,-70,-41,-67,-49,8
-53,-44,-62,-51,-69,-41,-68,-46,8
-53,-45,-61,-51,-68,-42,-68,-47,8
-52,-44,-61,-51,-65,-41,-67,-45,8
-52,-44,-61,-52,-67,-40,-69,-46,8
-52,-43,-60,-52,-66,-41,-70,-46,8
-52,-44,-60,-51,-66,-41,-69,-46,8
-53,-40,-61,-49,-66,-37,-70,-46,8
-52,-43,-61,-52,-66,-41,-69,-46,8
-53,-45,-61,-51,-65,-41,-70,-45,8
-51,-44,-60,-52,-66,-41,-70,-45,8
-52,-44,-61,-51,-66,-42,-69,-46,8
-52,-44,-61,-51,-65,-41,-69,-46,8
-52,-44,-61,-50,-69,-41,-65,-46,8
-53,-44,-62,-52,-71,-41,-68,-47,8
-53,-44,-61,-50,-71,-40,-69,-48,8
-55,-44,-60,-51,-72,-41,-68,-48,8
-54,-44,-60,-50,-72,-41,-69,-48,8
-54,-45,-60,-51,-72,-41,-68,-48,8
-53,-44,-60,-51,-71,-42,-69,-48,8
-54,-43,-59,-50,-71,-42,-69,-46,8
-54,-45,-61,-49,-72,-42,-67,-47,8
-54,-44,-61,-51,-71,-42,-69,-47,8
-53,-44,-60,-49,-66,-41,-65,-48,8
-53,-43,-59,-49,-66,-40,-66,-46,8
-54,-44,-60,-49,-66,-40,-66,-47,8
-52,-44,-59,-50,-67,-42,-66,-47,8
-54,-45,-59,-49,-66,-41,-66,-47,8
-54,-43,-60,-49,-68,-41,-68,-46,8
-52,-45,-60,-51,-64,-40,-66,-47,8
-52,-45,-59,-50,-66,-40,-66,-47,8
-51,-44,-59,-50,-66,-40,-66,-47,8
-52,-44,-59,-50,-64,-40,-67,-46,8
-53,-45,-59,-50,-66,-41,-67,-46,8
-53,-44,-59,-51,-66,-41,-66,-48,8
-54,-44,-59,-51,-67,-41,-67,-48,8
-54,-44,-59,-50,-66,-41,-67,-48,8
-53,-44,-59,-50,-65,-40,-67,-47,8
-51,-44,-58,-51,-66,-42,-67,-48,8
-53,-44,-59,-51,-66,-41,-67,-48,8
-53,-44,-59,-50,-66,-42,-67,-49,8
-51,-45,-59,-50,-73,-41,-68,-49,8
-53,-43,-58,-51,-71,-41,-69,-46,8
-53,-44,-59,-51,-72,-41,-71,-47,8
-53,-44,-59,-51,-72,-41,-67,-49,8
-54,-45,-59,-50,-67,-40,-66,-48,8
-53,-43,-59,-50,-69,-40,-66,-47,8
-53,-43,-59,-50,-68,-42,-66,-46,8
-53,-44,-61,-49,-69,-41,-66,-46,8
-53,-44,-60,-49,-68,-39,-66,-48,8
-52,-45,-59,-50,-68,-40,-66,-47,8
-52,-44,-60,-51,-68,-40,-65,-47,8
-53,-44,-58,-52,-70,-41,-67,-48,8
-53,-44,-61,-53,-69,-40,-71,-47,8
-53,-44,-58,-50,-69,-41,-67,-47,8
-52,-44,-59,-49,-67,-41,-66,-46,8
-53,-44,-59,-50,-68,-41,-67,-46,8
-52,-42,-59,-50,-68,-42,-67,-48,8
-52,-43,-59,-50,-68,-41,-66,-47,8
-54,-43,-60,-50,-68,-43,-66,-47,8
-52,-44,-58,-51,-68,-41,-67,-46,8
-54,-45,-60,-50,-69,-41,-66,-48,8
-53,-44,-59,-50,-68,-42,-67,-48,8
-51,-44,-60,-50,-69,-42,-67,-47,8
-54,-44,-59,-50,-67,-40,-67,-48,8
-53,-44,-60,-50,-67,-41,-66,-46,8
-52,-44,-59,-50,-68,-41,-66,-46,8
-52,-44,-58,-50,-69,-41,-66,-48,8
-53,-44,-59,-51,-66,-41,-68,-48,8
-53,-44,-59,-50,-67,-41,-68,-46,8
-53,-44,-58,-48,-70,-41,-66,-47,8
-53,-43,-59,-51,-69,-42,-67,-46,8
-55,-44,-59,-51,-69,-40,-66,-48,8
-52,-44,-60,-49,-69,-40,-66,-48,8
-53,-45,-60,-49,-68,-41,-66,-47,8
-52,-43,-59,-50,-69,-40,-65,-47,8
-53,-43,-59,-50,-67,-40,-65,-46,8
-52,-43,-59,-49,-69,-40,-66,-45,8
-55,-46,-62,-52,-71,-42,-67,-47,8
-52,-43,-58,-49,-68,-40,-64,-47,8
-52,-43,-59,-50,-69,-40,-65,-46,8
-50,-43,-58,-49,-68,-40,-65,-46,8
-53,-43,-58,-47,-68,-40,-66,-45,8
-50,-43,-58,-48,-69,-38,-65,-45,8
-52,-42,-59,-49,-68,-39,-64,-46,8
-53,-43,-60,-49,-68,-39,-64,-46,8
-53,-43,-59,-48,-69,-40,-64,-45,8
-55,-47,-61,-51,-71,-41,-66,-48,8
-53,-44,-59,-49,-68,-40,-66,-45,8
-52,-43,-58,-49,-69,-39,-65,-45,8
-52,-43,-58,-49,-68,-40,-65,-45,8
-55,-45,-60,-52,-71,-42,-67,-47,8
-55,-46,-61,-50,-70,-41,-67,-48,8
-55,-45,-61,-51,-69,-43,-67,-47,8
-54,-45,-62,-51,-71,-41,-67,-48,8
-54,-46,-61,-51,-71,-43,-67,-47,8
-55,-45,-61,-51,-70,-42,-67,-48,8
-55,-45,-61,-51,-71,-42,-67,-48,8
-52,-42,-59,-49,-68,-40,-64,-45,8
-54,-44,-61,-50,-71,-41,-68,-49,8
-55,-44,-60,-52,-71,-42,-67,-48,8
-53,-45,-61,-52,-72,-42,-66,-48,8
-53,-45,-62,-52,-71,-42,-67,-48,8
-50,-43,-58,-50,-67,-40,-65,-45,8
-53,-42,-59,-50,-68,-40,-65,-45,8
-54,-45,-60,-51,-70,-41,-67,-48,8
-55,-44,-59,-51,-70,-41,-67,-48,8
-53,-45,-59,-50,-70,-42,-68,-48,8
-54,-45,-61,-51,-70,-42,-67,-48,8
-52,-43,-57,-48,-68,-39,-65,-46,8
-52,-42,-58,-48,-68,-40,-63,-46,8
-52,-45,-60,-51,-71,-42,-66,-47,8
-54,-46,-61,-53,-72,-42,-66,-47,8
-54,-44,-61,-51,-69,-41,-67,-47,8
-53,-44,-60,-51,-71,-40,-65,-48,8
-56,-44,-60,-50,-70,-42,-66,-47,8
-54,-45,-60,-51,-71,-42,-65,-47,8
-56,-44,-61,-51,-71,-42,-65,-48,8
-55,-44,-60,-51,-70,-41,-66,-47,8
-55,-45,-60,-50,-71,-42,-66,-48,8
-54,-45,-61,-52,-71,-42,-66,-47,8
-54,-44,-59,-50,-69,-40,-66,-46,8
-53,-45,-60,-50,-71,-41,-67,-46,8
-52,-42,-59,-48,-68,-39,-65,-44,8
-52,-44,-59,-49,-67,-41,-65,-44,8
-52,-43,-58,-49,-67,-39,-64,-44,8
-51,-43,-61,-51,-67,-40,-65,-47,8
-53,-43,-59,-49,-71,-41,-67,-46,8
-52,-44,-59,-49,-70,-40,-66,-48,8
-50,-43,-61,-48,-69,-40,-65,-47,8
-52,-44,-62,-49,-71,-40,-65,-48,8
-52,-43,-63,-49,-69,-41,-67,-47,8
-52,-43,-62,-49,-68,-41,-68,-48,8
-51,-44,-61,-48,-70,-41,-69,-48,8
-53,-44,-60,-49,-69,-40,-69,-46,8
-52,-45,-59,-47,-71,-40,-70,-47,8
-52,-43,-59,-50,-70,-40,-70,-46,8
-52,-45,-62,-49,-70,-40,-68,-48,8
-52,-43,-62,-49,-69,-40,-69,-47,8
-52,-43,-61,-48,-71,-40,-69,-47,8
-52,-43,-62,-50,-70,-41,-70,-49,8
-51,-43,-64,-48,-69,-41,-70,-47,8
-51,-42,-59,-49,-72,-40,-63,-46,8
-53,-45,-62,-50,-72,-42,-65,-50,8
-46,-44,-51,-59,-48,-47,-46,-54,9
-46,-44,-50,-59,-49,-50,-45,-53,9
-45,-45,-50,-60,-50,-52,-49,-52,9
-45,-45,-50,-60,-49,-53,-46,-53,9
-49,-44,-51,-61,-48,-52,-46,-53,9
-45,-45,-50,-60,-48,-52,-46,-53,9
-48,-46,-51,-60,-48,-53,-46,-53,9
-45,-44,-51,-62,-48,-51,-47,-52,9
-48,-44,-51,-61,-48,-51,-46,-53,9
-46,-44,-50,-63,-49,-52,-46,-54,9
-46,-43,-49,-60,-49,-51,-46,-53,9
-45,-44,-50,-61,-48,-49,-48,-54,9
-46,-43,-52,-61,-48,-50,-46,-53,9
-47,-44,-50,-60,-48,-49,-47,-53,9
-46,-44,-50,-61,-48,-50,-46,-53,9
-44,-44,-52,-60,-49,-51,-48,-54,9
-46,-44,-51,-60,-49,-51,-45,-53,9
-48,-44,-51,-61,-48,-51,-46,-54,9
-49,-42,-51,-61,-48,-50,-46,-53,9
-46,-44,-50,-58,-49,-50,-46,-55,9
-45,-44,-49,-59,-49,-49,-46,-53,9
-47,-41,-52,-62,-49,-50,-48,-53,9
-47,-44,-51,-62,-47,-49,-46,-53,9
-46,-44,-50,-62,-48,-49,-48,-54,9
-46,-45,-50,-63,-47,-50,-46,-54,9
-48,-44,-51,-60,-48,-51,-48,-53,9
-46,-42,-48,-57,-46,-45,-44,-51,9
-47,-45,-49,-61,-49,-48,-46,-52,9
-45,-44,-50,-61,-48,-48,-45,-53,9
-46,-46,-48,-61,-47,-46,-46,-53,9
-48,-44,-51,-63,-48,-49,-46,-52,9
-47,-44,-50,-63,-48,-49,-46,-52,9
-49,-44,-50,-64,-48,-48,-47,-53,9
-45,-41,-48,-64,-48,-51,-49,-54,9
-46,-45,-50,-63,-49,-49,-46,-53,9
-44,-44,-51,-65,-49,-49,-46,-53,9
-45,-43,-51,-64,-48,-50,-46,-53,9
-47,-44,-51,-62,-48,-47,-47,-53,9
-45,-44,-51,-62,-48,-50,-47,-52,9
-48,-44,-50,-60,-49,-51,-46,-53,9
-46,-44,-51,-61,-47,-51,-48,-53,9
-46,-44,-51,-61,-49,-49,-47,-52,9
-48,-45,-50,-60,-48,-49,-47,-53,9
-48,-43,-50,-61,-49,-51,-46,-54,9
-47,-44,-51,-60,-48,-50,-46,-82,9
-45,-40,-51,-61,-47,-49,-49,-52,9
-46,-44,-49,-58,-47,-48,-46,-53,9
-47,-45,-51,-60,-47,-49,-46,-53,9
-48,-45,-50,-59,-49,-51,-46,-52,9
-46,-44,-51,-60,-48,-49,-48,-52,9
-43,-45,-51,-62,-48,-49,-48,-54,9
-46,-44,-50,-61,-49,-49,-46,-53,9
-45,-44,-50,-61,-48,-50,-45,-53,9
-45,-44,-50,-61,-49,-48,-46,-54,9
-48,-44,-50,-62,-48,-49,-46,-53,9
-46,-45,-51,-61,-49,-49,-46,-53,9
-46,-45,-50,-58,-48,-50,-46,-54,9
-46,-45,-51,-59,-49,-50,-46,-54,9
-45,-44,-50,-63,-48,-47,-46,-53,9
-49,-44,-50,-61,-49,-48,-45,-54,9
-46,-44,-50,-66,-48,-49,-46,-53,9
-46,-45,-51,-65,-48,-48,-47,-85,9
-45,-44,-51,-65,-49,-48,-47,-53,9
-48,-43,-51,-65,-48,-48,-47,-52,9
-45,-44,-50,-64,-49,-49,-46,-54,9
-46,-43,-51,-65,-49,-48,-47,-54,9
-45,-45,-51,-64,-48,-49,-46,-54,9
-45,-45,-51,-65,-48,-49,-45,-54,9
-46,-44,-50,-64,-49,-47,-47,-54,9
-46,-44,-50,-64,-48,-47,-46,-54,9
-45,-43,-51,-64,-48,-48,-47,-53,9
-46,-43,-50,-65,-48,-48,-46,-55,9
-46,-45,-50,-65,-48,-47,-46,-54,9
-46,-45,-50,-63,-47,-47,-46,-53,9
-45,-43,-51,-57,-49,-48,-48,-53,9
-45,-44,-51,-59,-48,-47,-46,-53,9
-45,-44,-52,-59,-48,-46,-46,-53,9
-45,-44,-50,-64,-49,-46,-45,-52,9
-45,-44,-51,-62,-47,-47,-46,-53,9
-48,-45,-52,-64,-48,-47,-46,-52,9
-45,-45,-51,-65,-48,-48,-48,-52,9
-46,-45,-49,-66,-49,-45,-45,-52,9
-46,-44,-51,-67,-48,-48,-46,-54,9
-47,-44,-51,-65,-49,-47,-45,-52,9
-47,-45,-50,-65,-49,-46,-46,-53,9
-45,-44,-49,-64,-49,-48,-45,-51,9
-47,-44,-51,-61,-48,-46,-46,-52,9
-46,-45,-51,-64,-49,-47,-47,-52,9
-45,-44,-50,-63,-48,-46,-48,-52,9
-47,-45,-51,-66,-49,-46,-48,-53,9
-48,-45,-50,-63,-48,-47,-45,-54,9
-44,-45,-49,-63,-48,-48,-46,-53,9
-48,-45,-50,-63,-49,-47,-45,-51,9
-48,-45,-50,-63,-49,-47,-49,-53,9
-48,-44,-50,-63,-49,-47,-46,-52,9
-47,-45,-49,-63,-49,-48,-45,-53,9
-45,-45,-50,-64,-48,-48,-48,-52,9
-46,-45,-51,-66,-48,-47,-46,-51,9
-44,-44,-50,-63,-49,-48,-47,-52,9
-48,-45,-49,-64,-48,-47,-45,-52,9
-45,-45,-51,-63,-47,-47,-49,-52,9
-48,-45,-51,-64,-49,-48,-48,-52,9
-46,-45,-50,-66,-49,-47,-46,-54,9
-45,-45,-50,-65,-48,-47,-45,-52,9
-47,-44,-50,-65,-48,-46,-46,-53,9
-46,-46,-50,-64,-49,-47,-45,-53,9
-48,-44,-49,-65,-49,-48,-46,-53,9
-47,-45,-49,-64,-48,-46,-48,-53,9
-47,-44,-50,-64,-49,-47,-46,-53,9
-43,-44,-51,-63,-49,-48,-46,-54,9
-46,-45,-51,-64,-49,-47,-46,-53,9
-46,-45,-51,-63,-48,-47,-48,-53,9
-47,-42,-51,-62,-48,-48,-46,-53,9
-44,-45,-51,-63,-48,-48,-46,-53,9
-47,-45,-49,-64,-49,-48,-47,-52,9
-44,-43,-50,-63,-48,-48,-45,-53,9
-47,-44,-50,-64,-48,-47,-45,-52,9
-46,-45,-50,-63,-48,-48,-46,-52,9
-45,-45,-51,-63,-49,-48,-46,-53,9
-45,-44,-50,-66,-48,-47,-46,-51,9
-47,-44,-51,-62,-49,-48,-48,-52,9
-46,-45,-50,-63,-47,-49,-46,-52,9
-48,-45,-51,-62,-48,-48,-46,-53,9
-47,-45,-51,-63,-49,-48,-45,-52,9
-44,-43,-52,-63,-50,-47,-45,-52,9
-45,-45,-50,-64,-48,-48,-46,-53,9
-47,-45,-50,-63,-49,-47,-46,-53,9
-46,-45,-51,-63,-48,-47,-46,-53,9
-45,-45,-51,-64,-48,-47,-46,-52,9
-47,-44,-51,-66,-50,-47,-45,-51,9
-43,-43,-48,-65,-46,-49,-46,-49,9
-41,-41,-49,-63,-47,-46,-44,-51,9
-46,-43,-52,-67,-48,-48,-48,-54,9
-45,-44,-53,-66,-49,-49,-46,-52,9
-47,-44,-51,-66,-48,-48,-48,-53,9
-47,-44,-51,-67,-48,-48,-47,-53,9
-47,-45,-51,-64,-48,-47,-45,-52,9
-47,-43,-51,-65,-48,-48,-45,-52,9
-45,-44,-50,-62,-49,-48,-47,-51,9
-47,-44,-52,-64,-48,-49,-45,-52,9
-46,-44,-51,-64,-49,-49,-45,-52,9
-47,-44,-52,-66,-49,-48,-47,-52,9
-48,-43,-51,-65,-49,-48,-45,-52,9
-45,-44,-50,-66,-48,-48,-45,-51,9
-46,-44,-51,-63,-48,-48,-45,-53,9
-46,-44,-50,-65,-48,-47,-44,-52,9
-45,-45,-51,-65,-48,-48,-46,-52,9
-47,-45,-50,-66,-48,-49,-45,-51,9
-45,-44,-50,-65,-49,-49,-45,-51,9
-46,-44,-50,-65,-50,-48,-45,-51,9
-45,-44,-51,-64,-49,-48,-45,-52,9
-48,-45,-53,-62,-48,-48,-46,-52,9
-45,-45,-52,-62,-48,-48,-45,-51,9
-45,-44,-52,-62,-48,-46,-47,-52,9
-45,-44,-50,-62,-49,-49,-47,-52,9
-46,-44,-50,-62,-49,-48,-48,-52,9
-47,-45,-51,-62,-48,-48,-46,-52,9
-44,-44,-50,-62,-48,-47,-45,-53,9
-47,-44,-52,-62,-48,-48,-45,-52,9
-45,-45,-52,-62,-50,-46,-46,-51,9
-45,-45,-50,-62,-48,-47,-46,-52,9
-45,-44,-52,-62,-47,-47,-48,-52,9
-45,-44,-50,-63,-49,-47,-45,-53,9
-46,-45,-50,-62,-49,-47,-46,-52,9
-45,-44,-50,-62,-49,-46,-48,-52,9
-46,-45,-51,-61,-48,-46,-48,-52,9
-45,-44,-51,-62,-49,-46,-45,-52,9
-47,-44,-51,-61,-48,-48,-48,-52,9
-46,-45,-51,-62,-48,-47,-45,-52,9
-48,-44,-51,-62,-49,-48,-47,-52,9
-45,-43,-51,-62,-48,-46,-45,-51,9
-45,-43,-50,-61,-49,-47,-46,-51,9
-47,-45,-50,-61,-49,-47,-45,-52,9
-48,-45,-51,-63,-49,-47,-45,-52,9
-45,-44,-50,-61,-49,-47,-46,-52,9
-46,-44,-51,-63,-49,-46,-45,-53,9
-46,-44,-50,-62,-48,-46,-45,-83,9
-47,-44,-53,-60,-47,-47,-44,-52,9
-45,-44,-50,-60,-47,-46,-45,-52,9
-45,-45,-51,-66,-49,-47,-47,-51,9
-46,-41,-48,-65,-47,-50,-45,-52,9
-47,-43,-47,-64,-48,-50,-45,-52,9
-44,-43,-49,-61,-47,-49,-46,-50,9
-49,-45,-58,-65,-49,-52,-46,-53,9
-48,-42,-51,-65,-49,-54,-45,-53,9
-46,-42,-48,-63,-46,-51,-45,-52,9
-45,-43,-49,-62,-46,-48,-44,-52,9
-46,-42,-52,-65,-48,-52,-48,-53,9
-44,-42,-49,-62,-47,-48,-47,-51,9
-44,-43,-48,-63,-47,-49,-45,-50,9
-46,-42,-49,-62,-46,-48,-43,-50,9
-43,-42,-49,-62,-47,-48,-44,-51,9
-46,-43,-49,-63,-47,-50,-45,-52,9
-49,-45,-52,-65,-50,-51,-50,-53,9
-46,-45,-51,-65,-49,-51,-48,-53,9
-46,-44,-50,-63,-49,-50,-48,-51,9
-47,-45,-51,-65,-50,-52,-47,-53,9
-45,-45,-50,-65,-49,-51,-46,-52,9
-45,-45,-49,-65,-48,-51,-48,-53,9
-47,-44,-50,-65,-49,-51,-47,-53,9
-46,-45,-50,-65,-49,-51,-45,-53,9
-48,-44,-51,-65,-48,-51,-48,-53,9
-46,-45,-50,-66,-48,-52,-46,-54,9
-48,-44,-50,-66,-49,-52,-48,-52,9
-46,-45,-51,-66,-49,-50,-47,-53,9
-46,-45,-50,-66,-48,-51,-46,-53,9
-45,-44,-51,-65,-49,-51,-46,-53,9
-45,-44,-52,-65,-47,-51,-44,-54,9
-43,-42,-48,-62,-46,-48,-43,-49,9
-44,-43,-49,-65,-49,-50,-47,-51,9
-44,-41,-48,-64,-47,-49,-47,-52,9
-48,-45,-52,-67,-50,-52,-48,-53,9
-45,-46,-50,-66,-49,-51,-46,-52,9
-45,-45,-51,-66,-49,-51,-48,-51,9
-45,-44,-48,-65,-49,-50,-47,-52,9
-45,-44,-49,-66,-48,-52,-47,-52,9
-45,-44,-50,-66,-47,-50,-45,-52,9
-46,-44,-49,-66,-47,-51,-48,-51,9
-44,-44,-50,-66,-48,-50,-45,-52,9
-46,-44,-49,-65,-50,-51,-46,-52,9
-42,-40,-42,-45,-54,-43,-45,-49,10
-40,-39,-41,-45,-54,-42,-45,-48,10
-41,-39,-41,-45,-52,-43,-45,-50,10
-41,-38,-41,-43,-53,-41,-43,-49,10
-43,-40,-43,-46,-54,-43,-46,-50,10
-42,-40,-41,-45,-54,-42,-47,-50,10
-43,-40,-42,-45,-55,-44,-45,-50,10
-42,-39,-41,-47,-53,-42,-46,-51,10
-41,-39,-42,-45,-52,-43,-45,-50,10
-43,-39,-43,-46,-53,-43,-46,-49,10
-43,-39,-42,-68,-54,-43,-46,-51,10
-42,-39,-42,-46,-52,-43,-45,-51,10
-38,-41,-40,-45,-54,-43,-45,-51,10
-44,-36,-42,-46,-52,-44,-48,-51,10
-42,-39,-42,-46,-54,-44,-45,-49,10
-42,-40,-42,-46,-53,-44,-45,-49,10
-45,-41,-40,-43,-55,-46,-48,-53,10
-41,-39,-42,-45,-53,-43,-47,-50,10
-42,-39,-42,-45,-51,-42,-44,-50,10
-43,-42,-44,-46,-56,-44,-48,-52,10
-42,-41,-41,-44,-54,-44,-47,-50,10
-42,-40,-43,-44,-52,-43,-45,-50,10
-42,-41,-41,-46,-54,-43,-45,-51,10
-42,-39,-41,-45,-52,-44,-46,-50,10
-42,-39,-42,-45,-54,-43,-45,-50,10
-41,-39,-41,-44,-53,-43,-47,-48,10
-42,-39,-41,-45,-52,-43,-45,-51,10
-41,-38,-42,-45,-53,-43,-46,-49,10
-42,-41,-42,-46,-54,-43,-47,-50,10
-42,-41,-43,-44,-55,-44,-46,-50,10
-43,-41,-43,-47,-54,-45,-47,-49,10
-42,-40,-42,-45,-54,-44,-46,-50,10
-42,-41,-42,-46,-54,-44,-46,-51,10
-42,-40,-43,-46,-53,-43,-46,-51,10
-43,-41,-43,-47,-54,-43,-47,-50,10
-43,-41,-44,-46,-55,-43,-46,-50,10
-44,-40,-43,-46,-53,-44,-47,-49,10
-43,-39,-42,-46,-53,-43,-46,-51,10
-43,-40,-42,-44,-54,-42,-46,-51,10
-43,-40,-43,-47,-55,-42,-46,-51,10
-42,-40,-42,-45,-53,-43,-46,-50,10
-42,-41,-43,-46,-53,-42,-47,-51,10
-41,-39,-43,-45,-53,-43,-47,-50,10
-42,-40,-43,-45,-55,-42,-47,-51,10
-42,-40,-43,-44,-51,-42,-46,-51,10
-43,-40,-43,-46,-54,-42,-47,-53,10
-42,-40,-42,-46,-54,-41,-48,-52,10
-43,-40,-42,-46,-52,-42,-46,-52,10
-42,-40,-42,-45,-52,-42,-46,-51,10
-43,-40,-42,-46,-53,-41,-47,-51,10
-42,-41,-43,-45,-54,-43,-46,-51,10
-43,-40,-43,-45,-54,-43,-47,-53,10
-41,-40,-43,-46,-52,-42,-46,-50,10
-42,-40,-42,-46,-54,-43,-46,-51,10
-44,-39,-42,-46,-52,-42,-46,-51,10
-42,-41,-41,-45,-52,-43,-47,-51,10
-43,-39,-42,-46,-54,-42,-49,-50,10
-43,-40,-43,-46,-52,-42,-47,-51,10
-42,-40,-42,-47,-52,-42,-47,-51,10
-42,-39,-43,-46,-51,-43,-47,-51,10
-44,-40,-42,-47,-53,-43,-46,-51,10
-42,-40,-42,-45,-54,-43,-46,-51,10
-42,-40,-42,-45,-53,-43,-47,-50,10
-42,-40,-42,-46,-54,-42,-46,-51,10
-42,-40,-42,-45,-53,-42,-48,-52,10
-43,-40,-43,-45,-53,-42,-46,-51,10
-43,-40,-44,-46,-53,-43,-47,-53,10
-43,-41,-43,-47,-53,-43,-46,-51,10
-43,-40,-44,-53,-53,-44,-47,-51,10
-44,-38,-44,-46,-55,-44,-48,-51,10
-43,-40,-43,-45,-53,-43,-50,-50,10
-44,-41,-43,-44,-53,-42,-47,-52,10
-40,-42,-42,-46,-54,-40,-47,-51,10
-42,-40,-44,-46,-54,-44,-47,-51,10
-44,-40,-42,-47,-55,-44,-47,-50,10
-41,-38,-44,-47,-55,-44,-46,-48,10
-43,-41,-43,-45,-54,-43,-47,-51,10
-42,-41,-43,-46,-54,-43,-47,-51,10
-42,-40,-43,-46,-54,-43,-48,-50,10
-42,-40,-44,-46,-53,-43,-47,-51,10
-43,-40,-44,-45,-53,-43,-49,-51,10
-43,-41,-42,-46,-53,-43,-46,-52,10
-43,-40,-42,-46,-54,-44,-46,-51,10
-44,-40,-43,-47,-53,-44,-49,-49,10
-44,-41,-43,-44,-53,-44,-47,-49,10
-44,-41,-44,-46,-55,-44,-47,-49,10
-43,-41,-42,-46,-52,-43,-47,-50,10
-43,-40,-43,-46,-54,-44,-47,-50,10
-43,-40,-43,-46,-54,-44,-47,-49,10
-43,-40,-43,-47,-54,-44,-46,-52,10
-41,-38,-41,-44,-52,-41,-44,-48,10
-44,-40,-42,-46,-55,-43,-47,-51,10
-41,-38,-41,-45,-53,-42,-45,-48,10
-41,-39,-40,-44,-52,-42,-45,-49,10
-41,-38,-41,-42,-51,-41,-44,-48,10
-41,-38,-41,-44,-51,-40,-45,-48,10
-40,-38,-40,-45,-51,-43,-44,-49,10
-43,-41,-44,-46,-54,-45,-47,-52,10
-41,-38,-42,-44,-52,-42,-47,-50,10
-41,-38,-41,-45,-52,-43,-47,-49,10
-41,-38,-41,-44,-52,-42,-44,-50,10
-41,-38,-40,-44,-51,-42,-45,-50,10
-42,-38,-42,-45,-52,-41,-44,-49,10
-42,-38,-44,-47,-52,-41,-45,-49,10
-41,-38,-41,-45,-52,-42,-47,-50,10
-41,-39,-41,-44,-51,-43,-45,-49,10
-39,-38,-41,-42,-54,-40,-44,-50,10
-42,-38,-41,-45,-51,-42,-44,-48,10
-41,-38,-42,-44,-51,-42,-44,-50,10
-42,-39,-40,-45,-51,-42,-44,-49,10
-42,-38,-41,-43,-52,-42,-45,-50,10
-41,-38,-41,-45,-52,-43,-43,-49,10
-40,-38,-42,-45,-51,-42,-46,-48,10
-42,-39,-41,-43,-51,-42,-45,-48,10
-42,-38,-42,-45,-51,-42,-45,-49,10
-41,-38,-43,-45,-52,-42,-44,-49,10
-41,-38,-41,-46,-52,-42,-44,-48,10
-42,-39,-41,-44,-52,-43,-44,-48,10
-41,-39,-40,-46,-53,-42,-46,-51,10
-40,-40,-40,-43,-53,-43,-47,-47,10
-41,-38,-41,-44,-52,-43,-47,-49,10
-41,-38,-41,-43,-53,-42,-44,-50,10
-42,-39,-41,-45,-53,-43,-44,-49,10
-41,-39,-42,-43,-52,-43,-44,-47,10
-41,-39,-40,-45,-53,-43,-45,-49,10
-40,-39,-41,-44,-50,-43,-45,-49,10
-44,-41,-44,-49,-56,-45,-47,-50,10
-38,-34,-42,-44,-53,-43,-45,-47,10
-41,-39,-41,-44,-53,-42,-48,-48,10
-41,-38,-42,-45,-52,-43,-45,-48,10
-41,-39,-41,-43,-52,-43,-44,-48,10
-41,-38,-42,-43,-50,-43,-44,-49,10
-40,-39,-41,-45,-51,-43,-45,-50,10
-41,-39,-39,-45,-50,-42,-47,-47,10
-41,-39,-40,-43,-52,-42,-44,-48,10
-43,-41,-42,-45,-55,-45,-46,-50,10
-43,-41,-43,-48,-55,-45,-48,-49,10
-43,-40,-43,-47,-55,-45,-46,-50,10
-44,-40,-43,-45,-54,-45,-46,-52,10
-40,-40,-41,-42,-52,-43,-44,-49,10
-42,-39,-38,-45,-52,-42,-45,-48,10
-42,-39,-41,-42,-50,-43,-45,-47,10
-41,-39,-40,-45,-53,-43,-44,-48,10
-38,-40,-40,-43,-52,-40,-47,-50,10
-42,-39,-37,-44,-52,-43,-47,-47,10
-43,-41,-43,-47,-55,-44,-46,-49,10
-41,-40,-42,-45,-52,-41,-44,-48,10
-44,-42,-40,-47,-55,-46,-47,-55,10
-41,-39,-41,-45,-54,-43,-44,-48,10
-41,-39,-40,-45,-50,-44,-45,-47,10
